year,unemployment,fips
2019,2.3,51059
2019,2.4,51061
2019,2.6,51063
2019,2.3,51065
2019,2.9,51067
2019,2.4,51069
2019,3.3,51071
2019,2.6,51073
2019,2.8,51075
2019,2.9,51077
2019,2.3,51079
2019,3.4,51081
2019,3.9,51083
2019,2.4,51085
2019,2.8,51087
2019,3.3,51089
2019,2.7,51091
2019,2.8,51093
2019,2.7,51095
2019,2.8,51097
2019,2.6,51099
2019,2.7,51101
2019,4.3,51103
2019,4.1,51105
2019,2.3,51107
2019,2.7,51109
2019,3.2,51111
2019,2.2,51113
2019,2.9,51115
2019,4,51117
2019,2.6,51119
2019,2.8,51121
2019,2.8,51125
2019,2.4,51127
2019,4.4,51131
2019,4.3,51133
2019,2.8,51135
2019,3,51137
2019,3.8,51139
2019,3.5,51141
2019,3.4,51143
2019,2.5,51145
2019,3.8,51147
2019,3.4,51149
2019,2.5,51153
2019,3.4,51155
2019,2.5,51157
2019,3,51159
2019,2.5,51161
2019,2.7,51163
2019,2.4,51165
2019,4.2,51167
2019,3.1,51169
2019,2.5,51171
2019,3.7,51173
2019,2.7,51175
2019,2.9,51177
2019,2.8,51179
2019,3.4,51181
2019,4.5,51183
2019,4.4,51185
2019,2.8,51187
2019,3.3,51191
2019,3.5,51193
2019,4.6,51195
2019,3.6,51197
2019,2.7,51199
2019,2.1,51510
2019,3.8,51520
2019,2.7,51530
2019,2.4,51540
2019,2.9,51550
2019,3.2,51570
2019,4.2,51580
2019,5,51590
2019,5,51595
2019,2.1,51600
2019,2,51610
2019,4,51620
2019,3.4,51630
2019,3.3,51640
2019,3.8,51650
2019,3.2,51660
2019,4.3,51670
2019,4.7,51678
2019,3.7,51680
2019,2.5,51683
2019,2.5,51685
2019,4.1,51690
2019,3.5,51700
2019,3.5,51710
2019,3.7,51720
2019,5.6,51730
2019,2.4,51735
2019,3.9,51740
2019,3.6,51750
2019,3.3,51760
2019,3,51770
2019,2.8,51775
2019,2.7,51790
2019,3,51800
2019,2.7,51810
2019,2.9,51820
2019,3.9,51830
2019,2.8,51840
2019,5.7,53001
2019,4.1,53003
2019,5.2,53005
2019,4.9,53007
2019,6.6,53009
2019,4.7,53011
2019,5.5,53013
2019,6,53015
2019,5.6,53017
2019,11.3,53019
2019,6.4,53021
2019,5.4,53023
2019,6.9,53025
2019,7.1,53027
2019,5,53029
2019,5.6,53031
2019,2.8,53033
2019,4.6,53035
2019,5.5,53037
2019,5.8,53039
2019,6.2,53041
2019,5,53043
2019,6.3,53045
2019,6.8,53047
2019,6.9,53049
2019,7.9,53051
2019,5.1,53053
2019,3.7,53055
2019,5.4,53057
2019,5.5,53059
2019,3,53061
2019,5.2,53063
2019,7,53065
2019,4.8,53067
2019,6.7,53069
2019,4.9,53071
2019,5,53073
2019,4.3,53075
2019,7,53077
2019,6,54001
2019,3.5,54003
2019,5.5,54005
2019,7.4,54007
2019,5.2,54009
2019,4.2,54011
2019,13,54013
2019,8.5,54015
2019,4.4,54017
2019,5.7,54019
2019,6.8,54021
2019,5.5,54023
2019,4.6,54025
2019,3.8,54027
2019,5.2,54029
2019,5.1,54031
2019,4.4,54033
2019,5,54035
2019,3.1,54037
2019,4.6,54039
2019,6.2,54041
2019,6.3,54043
2019,6,54045
2019,9.2,54047
2019,5.1,54049
2019,6.3,54051
2019,6,54053
2019,5.7,54055
2019,5.7,54057
2019,6.8,54059
2019,3.6,54061
2019,4.4,54063
2019,3.9,54065
2019,6.3,54067
2019,4.5,54069
2019,3.8,54071
2019,6.8,54073
2019,5.7,54075
2019,4.6,54077
2019,4.3,54079
2019,4.7,54081
2019,6,54083
2019,5.7,54085
2019,9.5,54087
2019,5.5,54089
2019,4.8,54091
2019,5.2,54093
2019,7.8,54095
2019,6,54097
2019,5.4,54099
2019,6.3,54101
2019,7.2,54103
2019,7.9,54105
2019,5.1,54107
2019,6.9,54109
2019,5.2,55001
2019,4.8,55003
2019,4,55005
2019,5.6,55007
2019,3.1,55009
2019,4.2,55011
2019,5.3,55013
2019,2.8,55015
2019,3.8,55017
2019,3.3,55019
2019,3.1,55021
2019,4.3,55023
2019,2.4,55025
2019,3,55027
2019,3.8,55029
2019,4.2,55031
2019,3.5,55033
2019,3.1,55035
2019,4.8,55037
2019,2.9,55039
2019,5.2,55041
2019,3.2,55043
2019,2.9,55045
2019,3.9,55047
2019,2.9,55049
2019,6.1,55051
2019,3.9,55053
2019,3.1,55055
2019,3.3,55057
2019,4,55059
2019,3.2,55061
2019,2.9,55063
2019,2.7,55065
2019,4.2,55067
2019,3.7,55069
2019,3.4,55071
2019,2.9,55073
2019,4.6,55075
2019,4,55077
2019,8,55078
2019,4,55079
2019,3,55081
2019,3.6,55083
2019,4.3,55085
2019,3,55087
2019,2.9,55089
2019,3.8,55091
2019,3.4,55093
2019,4.1,55095
2019,3.3,55097
2019,4.4,55099
2019,4.1,55101
2019,3.2,55103
2019,3.7,55105
2019,4.9,55107
2019,3.4,55109
2019,2.9,55111
2019,4.8,55113
2019,3.2,55115
2019,2.7,55117
2019,3.7,55119
2019,3.6,55121
2019,3.3,55123
2019,4.3,55125
2019,3.3,55127
2019,4.1,55129
2019,2.9,55131
2019,2.9,55133
2019,3.3,55135
2019,4.1,55137
2019,3,55139
2019,3.8,55141
2019,3.1,56001
2019,4.2,56003
2019,3.7,56005
2019,3.3,56007
2019,2.7,56009
2019,3.2,56011
2019,4.4,56013
2019,3.6,56015
2019,3.5,56017
2019,3.6,56019
2019,3.5,56021
2019,3.3,56023
2019,3.9,56025
2019,2.7,56027
2019,4,56029
2019,3.4,56031
2019,3.5,56033
2019,4.4,56035
2019,3.9,56037
2019,2.7,56039
2019,3.9,56041
2019,3.9,56043
2019,2.9,56045
2019,15.3,72001
2019,10.1,72003
2019,10.2,72005
2019,9.1,72007
2019,10.5,72009
2019,8.5,72011
2019,9.5,72013
2019,13.5,72015
2019,11.3,72017
2019,8.7,72019
2019,6.3,72021
2019,8.7,72023
2019,6.8,72025
2019,8.6,72027
2019,6.6,72029
2019,5.9,72031
2019,7.2,72033
2019,7,72035
2019,10.4,72037
2019,11,72039
2019,6.8,72041
2019,12.2,72043
2019,8.9,72045
2019,9.1,72047
2019,3,72049
2019,5.7,72051
2019,10.7,72053
2019,10.9,72054
2019,14.8,72055
2019,12.1,72057
2019,13.8,72059
2019,4.1,72061
2019,5.7,72063
2019,12.2,72065
2019,8.6,72067
2019,10.1,72069
2019,9.1,72071
2019,14.1,72073
2019,10,72075
2019,8.3,72077
2019,12.8,72079
2019,14.7,72081
2019,11.6,72083
2019,8.9,72085
2019,7.6,72087
2019,9.5,72089
2019,8,72091
2019,13.7,72093
2019,15.1,72095
2019,10.5,72097
2019,10.4,72099
2019,9.1,72101
2019,8.9,72103
2019,8.5,72105
2019,10.3,72107
2019,15.7,72109
2019,14.1,72111
2019,9.7,72113
2019,11.6,72115
2019,13.8,72117
2019,7.3,72119
2019,13,72121
2019,14.5,72123
2019,11.2,72125
2019,5.5,72127
2019,8.8,72129
2019,13.6,72131
2019,10.9,72133
2019,5.7,72135
2019,5.8,72137
2019,4.8,72139
2019,11.3,72141
2019,8.1,72143
2019,9.6,72145
2019,6.9,72147
2019,15.9,72149
2019,13.1,72151
2019,14.6,72153
,,
,,
,,
